,journal_number,journal_name,journal_name_in_foreign_language_1,journal_name_in_foreign_language_2,journal_name_in_foreign_language_3,scopus_sources,SNIP,CiteScore,SJR,quartile_in_caterory,IF,AIF,quartile_in_caterory_2,if_info_years,InCites_JCR,final_index
677,31,Chemical and Process Engineering,Inzynieria Chemiczna i Procesowa,,,2010,0.358,,0.26,,0.252,1.888,Q4,2010,SCIE,88.0
678,34,Urbanistika ir architektūra,Town planning and architecture,,,2010,0.748,,0.11,,,,,,,1290.0
679,34,Urbanistika ir architektūra,Town planning and architecture,,,2010,0.748,,0.11,,,,,,,1290.0
680,34,Urbanistika ir architektūra,Town planning and architecture,,,2010,0.748,,0.11,,,,,,,1290.0
681,34,Urbanistika ir architektūra,Town planning and architecture,,,2010,0.748,,0.11,,,,,,,1290.0
682,34,Urbanistika ir architektūra,Town planning and architecture,,,2010,0.748,,0.11,,,,,,,1290.0
683,34,Urbanistika ir architektūra,Town planning and architecture,,,2010,0.748,,0.11,,,,,,,1290.0
684,,Suvirinimas: žurnalas apie suvirinimo technologijas ir pramonę,,,,,,,,,,,,,,1235.0
685,21,Inžinerinė ekonomika,Engineering economics,,,2010,0.857,,1.0,,2.168,1.188,Q1,2010,SSCI,836.0
686,39,Information Technology and Control,,,,2010,0.332,,0.61,,0.638,1.565,Q3,2010,SCIE,218.0
687,,Viešasis administravimas,Public administration,,,,,,,,,,,,,1305.0
688,,Viešasis administravimas,Public administration,,,,,,,,,,,,,1305.0
689,16,Materials science,Medžiagotyra,,,2010,0.257,,0.24,,0.409,2.795,Q4,2010,SCIE,23.0
690,15,Nonlinear analysis: modelling and control,,,,2010,0.491,,0.19,,0.4,1.287,Q4,2010,SCIE,1074.0
691,21,Filosofija. Sociologija,,,,2010,0.0,,0.34,,0.179,0.923,Q4,2010,SSCI,191.0
692,2,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,,,,,,,,,,,,,0.0
693,,Viešasis administravimas,Public administration,,,,,,,,,,,,,1305.0
694,4,Journal of Civil Engineering and Architecture,,,,,,,,,,,,,,93.0
695,62,Materialy ceramiczne,Ceramic materials,,,,,,,,,,,,,1016.0
696,,Viešasis administravimas,Public administration,,,,,,,,,,,,,1305.0
697,,Viešasis administravimas,Public administration,,,,,,,,,,,,,1305.0
698,11,Verslas: teorija ir praktika,,,,2010,0.63,,0.36,,,,,,,1298.0
699,,Dabar arba niekados: Tomo Noraus-Naruševičiaus gyvenimo vaizdai,,,,,,,,,,,,,,638.0
700,18,Santalka. Filologija. Edukologija,,,,,,,,,,,,,,416.0
701,2,Mokslas – Lietuvos ateitis,Science – future of Lithuania: Elektronika ir elektrotechnika,,,,,,,,,,,,,0.0
702,,Вестник Воронежского государственного университета. Физика. Математика,,,,,,,,,,,,,,1359.0
703,54,Russian Mathematics (Iz. VUZ),,,,,,,,,,,,,,1167.0
704,11,Verslas: teorija ir praktika,,,,2010,0.63,,0.36,,,,,,,1298.0
705,11,Verslas: teorija ir praktika,,,,2010,0.63,,0.36,,,,,,,1298.0
706,2,Mokslas – Lietuvos ateitis: iacijos technologijos,Science – future of Lithuania: civil iation technologies,,,,,,,,,,,,,365.0
707,2,Mokslas - Lietuvos ateitis: iacijos technologijos,Science - Future of Lithuania: Civil iation Technologies,,,,,,,,,,,,,365.0
708,2,Mokslas - Lietuvos ateitis: iacijos technologijos,Science - Future of Lithuania: Civil iation Technologies,,,,,,,,,,,,,365.0
709,2,Mokslas - Lietuvos ateitis: iacinės technologijos,Science - Future of Lithuania: Civil iation Technologies,,,,,,,,,,,,,365.0
710,2,Mokslas - Lietuvos ateitis: iacinės technologijos,Science - Future of Lithuania: Civil iation Technologies,,,,,,,,,,,,,365.0
711,2,Mokslas - Lietuvos ateitis: iacinės technologijos,Science - Future of Lithuania: Civil iation Technologies,,,,,,,,,,,,,365.0
712,2,Mokslas - Lietuvos ateitis: iacinės technologijos,Science - Future of Lithuania: Civil iation Technologies,,,,,,,,,,,,,365.0
713,2,Mokslas - Lietuvos ateitis: iacinės technologijos,Science - Future of Lithuania: Civil iation Technologies,,,,,,,,,,,,,365.0
714,2,Mokslas - Lietuvos ateitis: iacinės technologijos,Science - Future of Lithuania: Civil iation Technologies,,,,,,,,,,,,,365.0
715,2,Mokslas - Lietuvos ateitis: iacinės technologijos,Science - Future of Lithuania: Civil iation Technologies,,,,,,,,,,,,,365.0
716,2,Mokslas - Lietuvos ateitis: iacinės technologijos,Science - Future of Lithuania: Civil iation Technologies,,,,,,,,,,,,,365.0
717,2,Mokslas - Lietuvos ateitis: iacinės technologijos,Science - Future of Lithuania: Civil iation Technologies,,,,,,,,,,,,,365.0
718,2,Mokslas - Lietuvos ateitis: iacinės technologijos,Science - Future of Lithuania: Civil iation Technologies,,,,,,,,,,,,,365.0
719,2,Mokslas - Lietuvos ateitis: iacinės technologijos,Science - Future of Lithuania: Civil iation Technologies,,,,,,,,,,,,,365.0
720,2,Mokslas - Lietuvos ateitis: iacinės technologijos,Science - Future of Lithuania: Civil iation Technologies,,,,,,,,,,,,,365.0
721,2,Statybinės konstrukcijos ir technologijos,Engineering Structures and Technologies,,,,,,,,,,,,,1214.0
722,59,Hungarian geographical bulletin: journal of the Geographical Research Institute Hungarian Academy of Sciences,,,,,,,,,,,,,,735.0
723,,"Молодежь в науке - 2009: приложение к журналу ""Весцi Нацыянальнай акадэмii навук Беларусi"". Ч. 4. Серия биологических наук. Серия медицинских наук",,,,,,,,,,,,,,475.0
724,56,Biologija,,,,,,,,,,,,,,577.0
725,,Ekonomika ir vadyba: aktualijos ir perspektyvos,,,,,,,,,,,,,,153.0
726,,Kūrybos ekonomika,,,,,,,,,,,,,,963.0
727,,Lietuvos keliai,,,,,,,,,,,,,,980.0
728,21,Filosofija. Sociologija,,,,2010,0.0,,0.34,,0.179,0.923,Q4,2010,SSCI,191.0
729,,Viešasis administravimas,Public administration,,,,,,,,,,,,,1305.0
730,,Viešasis administravimas,Public administration,,,,,,,,,,,,,1305.0
731,,Archiforma,,,,,,,,,,,,,,536.0
732,,Archiforma,,,,,,,,,,,,,,536.0
733,,Проект Балтия,Project Baltia,,,,,,,,,,,,,476.0
734,,Проект Балтия,Project Baltia,,,,,,,,,,,,,476.0
735,,Statyk!: praktinis būsto vadovas,,,,,,,,,,,,,,1217.0
736,5,Regionãlais zinojums: pētījumu materiāli,Regional review: research papers,,,,,,,,,,,,,1143.0
737,,Aplinka: sauga: [žurnalas],,,,,,,,,,,,,,527.0
738,,Проект Балтия,Project Baltia,,,,,,,,,,,,,476.0
739,,Informacinių technologijų taikymas švietimo sistemoje 2010: e-tualijos ir perspektyvos: straipsnių rinkinys,,,,,,,,,,,,,,754.0
740,,Visuotinė lietuvių enciklopedija. T. 17: Ona - Perizonijus,,,,,,,,,,,,,,1310.0
741,,Visuotinė lietuvių enciklopedija. T. 17: Ona - Perizonijus,,,,,,,,,,,,,,1310.0
742,,Visuotinė lietuvių enciklopedija. T. 17: Ona - Perizonijus,,,,,,,,,,,,,,1310.0
743,,Visuotinė lietuvių enciklopedija. T. 17: Ona - Perizonijus,,,,,,,,,,,,,,1310.0
744,,Visuotinė lietuvių enciklopedija. T. 17: Ona - Perizonijus,,,,,,,,,,,,,,1310.0
745,,Visuotinė lietuvių enciklopedija. T. 17: Ona - Perizonijus,,,,,,,,,,,,,,1310.0
746,,Visuotinė lietuvių enciklopedija. T. 17: Ona - Perizonijus,,,,,,,,,,,,,,1310.0
747,,Informacija ir biblioteka: teminis rinkinys,,,,,,,,,,,,,,753.0
748,,Informacija ir biblioteka: teminis rinkinys,,,,,,,,,,,,,,753.0
749,,Informacija ir biblioteka: teminis rinkinys,,,,,,,,,,,,,,753.0
750,65,Ultragarsas,,,,,,,,,,,,,,1286.0
751,1,Lietuva pristato,,,,,,,,,,,,,,978.0
752,,Lietuvos mokslo istorikų sąvadas. [T.] 1. zika,,,,,,,,,,,,,,984.0
753,2,Statybinės konstrukcijos ir technologijos,Engineering structures and technologies,,,,,,,,,,,,,1214.0
754,,Newsletter 1 of EWG ORSDCE,,,,,,,,,,,,,,382.0
755,,Newsletter 1 of EWG ORSDCE,,,,,,,,,,,,,,382.0
756,,Newsletter 1 of EWG ORSDCE,,,,,,,,,,,,,,382.0
757,,"Jaunasis tyrėjas: projekto ""Mokinių jaunųjų tyrėjų atskleidimo ir ugdymo sistemos sukūrimas "" žurnalas",,,,,,,,,,,,,,843.0
758,,European integration studies: research and topicalities,,,,,,,,,,,,,,186.0
759,,Sporto mokslas,Sport science,,,,,,,,,,,,,432.0
760,,Sporto mokslas,Sport science,,,,,,,,,,,,,432.0
761,,Organizacijų vadyba: sisteminiai tyrimai,,,,,,,,,,,,,,387.0
762,,Krikščioniškosios antropologijos postulatai: tradicija ir dabartis: konferencijos medžiaga: iš konferencijų ciklo Krikščioniškosios antropologijos tyrimai,,,,,,,,,,,,,,955.0
763,,Socialinis ugdymas: mokslo darbai. Socialinio aktyvumo ugdymas,,,,,,,,,,,,,,428.0
764,21,IEEE transactions on neural networks,,,,,,,,,2.633,1.446,Q1,2010,SCIE,739.0
765,,Sporto mokslas,,,,,,,,,,,,,,432.0
766,,Visuomenės sveikata,,,,,,,,,,,,,,459.0
767,,Sveikatos mokslai,,,,,,,,,,,,,,439.0
768,159,Journal of low temperature physics,,,,2010,0.661,,0.91,,1.403,2.725,Q2,2010,SCIE,906.0
769,,Diskussionsbeiträge zur Kartosemiotik und zur Theorie der Kartographie: International Korrespondenz-Seminar. Band 13,,,,,,,,,,,,,,649.0
770,,Science and supercomputing in Europe: research highlights 2010,,,,,,,,,,,,,,197.0
771,36,Geodezija ir kartografija,Geodesy and cartography,,,,,,,,,,,,,716.0
772,16,Journal of civil engineering and management,,,,2010,1.622,,1.37,,3.711,1.482,Q1,2010,SCIE,258.0
773,18,Journal of environmental engineering and landscape management,,,,2010,1.062,,0.44,,1.333,2.496,Q3,2010,SCIE,94.0
774,164,Solid state phenomena,,,,,,,,,,,,,,1207.0
775,21,Filosofija. Sociologija,,,,2010,0.0,,0.34,,0.179,0.923,Q4,2010,SSCI,191.0
776,21,Filosofija. Sociologija,,,,2010,0.0,,0.34,,0.179,0.923,Q4,2010,SSCI,191.0
777,21,Filosofija. Sociologija,,,,2010,0.0,,0.34,,0.179,0.923,Q4,2010,SSCI,191.0
778,21,Filosofija. Sociologija,,,,2010,0.0,,0.34,,0.179,0.923,Q4,2010,SSCI,191.0
779,21,Filosofija. Sociologija,,,,2010,0.0,,0.34,,,,,,,191.0
780,82,"Physical review. E, d soft matter physics",,,,2010,1.216,,1.73,,2.352,1.785,Q1,2010,SCIE,394.0
781,97,Applied physics letters,,,,2010,1.796,,2.99,,3.841,2.56,Q1,2010,SCIE,531.0
782,4,European integration studies: research and topicalities,,,,,,,,,,,,,,186.0
783,109,Progress in electromagnetics research,,,,,,,,,3.745,1.753,Q1,2010,SCIE,403.0
784,22,Vadybos mokslas ir studijos,,,,,,,,,,,,,,452.0
785,5,Central European journal of biology,,,,,,,,,0.685,3.146,Q4,2010,SCIE,605.0
786,19,Profesinis rengimas,,,,,,,,,,,,,,402.0
787,,Viešasis administravimas,,,,,,,,,,,,,,1305.0
788,21,Filosofija. Sociologija,,,,2010,0.0,,0.34,,0.179,0.923,Q4,2010,SSCI,191.0
789,44,Maisto chemija ir technologija,,,,,,,,,,,,,,91.0
790,54,Informacijos mokslai,,,,,,,,,,,,,,215.0
791,19,Polish journal of environmental studies,,,,2010,0.432,,0.22,,0.543,2.496,Q4,2010,SCIE,1109.0
792,,Ekonomika ir vadyba: aktualijos ir perspektyvos,,,,,,,,,,,,,,153.0
793,,Jaunųjų mokslininkų darbai,Journal of young scientists,,,,,,,,,,,,,255.0
794,,Jaunųjų mokslininkų darbai,Journal of young scientists,,,,,,,,,,,,,255.0
795,14,International journal of strategic property management,,,,2010,0.868,,0.89,,2.615,1.768,Q1,2010,SSCI,824.0
796,14,International journal of strategic property management,,,,2010,0.868,,0.89,,2.615,1.768,Q1,2010,SSCI,824.0
797,,Grupės ir aplinkos,Groups and Environments,,,,,,,,,,,,,730.0
798,14,International journal of strategic property management,,,,2010,0.868,,0.89,,2.615,1.768,Q1,2010,SSCI,824.0
799,,Ekonomika ir vadyba: aktualijos ir perspektyvos,,,,,,,,,,,,,,153.0
800,14,International journal of strategic property management,,,,2010,0.868,,0.89,,2.615,1.768,Q1,2010,SSCI,824.0
801,,Ekonomika ir vadyba: aktualijos ir perspektyvos,,,,,,,,,,,,,,153.0
802,3,World Allergy Organization journal,,,,,,,,,,,,,,1319.0
803,5,Central European journal of medicine,,,,2010,0.269,,0.13,,0.244,3.935,Q4,2010,SCIE,607.0
804,159,Journal of low temperature physics,,,,2010,0.661,,0.91,,1.403,2.725,Q2,2010,SCIE,906.0
805,19,Stem cells and development,,,,2010,1.055,,1.63,,4.791,4.467,Q1,2010,SCIE,1218.0
806,,Известия высших учебных заведений. Математика,,,,,,,,,,,,,,1373.0
807,,Vadybos mokslas ir studijos – kaimo verslų ir jų infrastruktūros plėtrai: mokslo darbai,Management theory and studies for rural business and infrastructure development: research papers,,,,,,,,,,,,,452.0
808,,Manoji Alma Mater : skirta VISI-VGTU absolventų pirmajam kongresui,,,,,,,,,,,,,,1001.0
809,,Manoji Alma Mater : skirta VISI-VGTU absolventų pirmajam kongresui,,,,,,,,,,,,,,1001.0
810,,Manoji Alma Mater : skirta VISI-VGTU absolventų pirmajam kongresui,,,,,,,,,,,,,,1001.0
811,,Manoji Alma Mater : skirta VISI-VGTU absolventų pirmajam kongresui,,,,,,,,,,,,,,1001.0
812,,Manoji Alma Mater : skirta VISI-VGTU absolventų pirmajam kongresui,,,,,,,,,,,,,,1001.0
813,,Manoji Alma Mater : skirta VISI-VGTU absolventų pirmajam kongresui,,,,,,,,,,,,,,1001.0
814,,Manoji Alma Mater : skirta VISI-VGTU absolventų pirmajam kongresui,,,,,,,,,,,,,,1001.0
815,,Manoji Alma Mater : skirta VISI-VGTU absolventų pirmajam kongresui,,,,,,,,,,,,,,1001.0
816,,Manoji Alma Mater : skirta VISI-VGTU absolventų pirmajam kongresui,,,,,,,,,,,,,,1001.0
817,,Manoji Alma Mater : skirta VISI-VGTU absolventų pirmajam kongresui,,,,,,,,,,,,,,1001.0
818,,Manoji Alma Mater : skirta VISI-VGTU absolventų pirmajam kongresui,,,,,,,,,,,,,,1001.0
819,,Manoji Alma Mater : skirta VISI-VGTU absolventų pirmajam kongresui,,,,,,,,,,,,,,1001.0
820,,Manoji Alma Mater : skirta VISI-VGTU absolventų pirmajam kongresui,,,,,,,,,,,,,,1001.0
821,,Manoji Alma Mater : skirta VISI-VGTU absolventų pirmajam kongresui,,,,,,,,,,,,,,1001.0
822,,Manoji Alma Mater : skirta VISI-VGTU absolventų pirmajam kongresui,,,,,,,,,,,,,,1001.0
823,43,Žemės ūkio inžinerija,,,,,,,,,,,,,,469.0
824,17,Mechanika,,,,2011,1.279,1.09,0.323,Q2,,,,,,126.0
825,,Intelektinė ekonomika: mokslo darbų žurnalas,Intellectual economics: scientific research journal,,,,,,,,,,,,,220.0
826,2,E & M Ekonomie a Management,,,,2011,0.622,0.38,0.232,Q2,0.341,1.405,Q4,2011,SSCI,131.0
827,10,Viešoji politika ir administravimas,Public policy and administration,,,,,,,,,,,,,1306.0
828,5,Intelektinė ekonomika: mokslo darbų žurnalas,Intellectual economics: scientific research journal,,,,,,,,,,,,,220.0
829,,Logos: mparatyvistikos ir meno žurnalas,,,,2011,0.12,0.02,0.148,Q3,,,,,,334.0
830,,Socialinių mokslų studijos: mokslo darbai,Social sciences studies: research papers,,,,,,,,,,,,,430.0
831,,Socialinės technologijos: mokslo darbai,Social technologies: research papers,,,,,,,,,,,,,431.0
832,5,Trends economics and management,Trendy ekonomiky a managementu,,,,,,,,,,,,,1280.0
833,,Logos: mparatyvistikos ir meno žurnalas,,,,2011,0.12,0.02,0.148,Q3,,,,,,334.0
834,90,Ekonomika,,,,,,,,,,,,,,153.0
835,,Verslo sistemos ir ekonomika,Business Systems & Economics,,,,,,,,,,,,,1300.0
836,22,Filosofija. Sociologija,ciology,,,2011,0.554,0.31,0.32,Q2,0.492,0.963,Q3,2011,SSCI,191.0
837,111,Environmental research,,,,2011,1.582,3.7,1.703,Q1,3.398,2.462,Q1,2011,SCIE,43.0
838,52,Lietuvos matematikos rinkinys. Lietuvos matematikų draugijos darbai,,,,,,,,,,,,,,318.0
839,3,Mokslas – Lietuvos ateitis,Science – future of Lithuania: aplinkos apsaugos inžinerija,Science – future of Lithuania: environmental protection engineering,,,,,,,,,,,,0.0
840,,Mokslas ir gyvenimas: mokslo populiarinimo ir mokslo istorijos mėnesinis žurnalas,,,,,,,,,,,,,,369.0
841,,Socialinės technologijos: mokslo darbai,Social technologies: research papers,,,,,,,,,,,,,431.0
842,24,Ekonomska istrazivanja,Economic research,,,2011,0.231,0.16,0.175,Q4,0.193,1.148,Q4,2011,SSCI,142.0
843,1,Darnaus vystymosi strategija ir praktika: mokslo darbai,Sustainable development strategy and practice: research papers,,,,,,,,,,,,,640.0
844,1,Darnaus vystymosi strategija ir praktika: mokslo darbai,Sustainable development strategy and practice: research papers,,,,,,,,,,,,,640.0
845,,Management consulting: the Central and Eastern European perspective,,,,,,,,,,,,,,335.0
846,26,Transport: research journal of Vilnius Gediminas Technical University and Lithuanian Academy of Sciences,,,,2011,0.861,1.64,0.473,Q1,,,,,,81.0
847,13,Journal of Vibroengineering,,,,2011,0.615,0.42,0.229,Q3,0.346,1.997,Q4,2011,SCIE,272.0
848,13,Journal of Vibroengineering,,,,2011,0.615,0.42,0.229,Q3,0.346,1.997,Q4,2011,SCIE,272.0
849,13,Journal of Vibroengineering,,,,2011,0.615,0.42,0.229,Q3,0.346,1.997,Q4,2011,SCIE,272.0
850,13,Journal of Vibroengineering,,,,2011,0.615,0.42,0.229,Q3,0.346,1.997,Q4,2011,SCIE,272.0
851,17,Mechanika,,,,2011,1.279,1.09,0.323,Q2,,,,,,126.0
852,13,Journal of Vibroengineering,,,,2011,0.615,0.42,0.229,Q3,0.346,1.997,Q4,2011,SCIE,272.0
853,88,Microelectronic engineering,,,,2011,1.148,1.8,0.813,Q1,1.557,2.82,Q2,2011,SCIE,1031.0
854,119,Acta Physica Polonica A,,,,2011,0.453,0.43,0.259,Q3,0.444,2.68,Q4,2011,SCIE,13.0
855,19,Opto-eelectronics review,,,,2011,1.086,0.99,0.465,Q2,0.966,2.194,Q3,2011,SCIE,1094.0
856,44,Measurement,,,,2011,1.385,1.16,0.387,Q1,0.836,1.43,Q2,2011,SCIE,23.0
857,,Šiluminė technika,Thermal Technology,,,,,,,,,,,,,1347.0
858,1,International journal of online pedagogy and course design,,,,,,,,,,,,,,816.0
859,12,Verslas: teorija ir praktika,Business: theory & practice,,,2011,0.338,0.46,0.328,Q3,,,,,,1298.0
860,4,Economics and culture,,,,,,,,,,,,,,139.0
861,1,Central European Journal of Computer Science,,,,,,,,,,,,,,603.0
862,161,Synthetic metals,,,,2011,0.895,2.01,0.784,Q1,1.829,2.942,Q2,2011,SCIE,353.0
863,28,Land use policy,,,,2011,1.697,2.7,1.363,Q1,2.292,1.792,Q1,2011,SSCI,968.0
864,25,Construction and building materials,,,,2011,3.507,2.74,1.448,Q1,1.834,2.162,Q1,2011,SCIE,118.0
865,89,Computers & structures: an international journal,,,,2011,2.658,2.54,1.44,Q1,1.874,1.693,Q1,2011,SCIE,113.0
866,287,Journal of Radioanalytical and Nuclear Chemistry,,,,2011,0.886,1.32,0.526,Q1,1.52,2.211,Q1,2011,SCIE,269.0
867,16,Urban Design International,,,,2011,1.242,0.62,0.589,Q2,,,,,,1288.0
868,17,Mechanika,,,,2011,1.279,1.09,0.323,Q2,,,,,,126.0
869,39,"IEEE Transactions on Plasma Science. 15th International Symposium on Electromagnetic Launch (EML) Technology Royal Military Acad (RMA), LGIUM, May , 2010",,,,2011,1.17,1.38,0.551,Q2,1.174,2.043,Q3,2011,SCIE,202.0
870,119,"Acta Physica Polonica A. 14th International Symposium on Ultrafast Phenomena in Semiconductors. gust , 2010",,,,2011,0.453,0.43,0.259,Q3,0.444,2.68,Q4,2011,SCIE,13.0
871,57,Ekologija,,,,,,,,,,,,,,663.0
872,269,Journal of theoretical biology,,,,2011,1.01,2.44,0.81,Q1,2.208,2.96,Q1,2011,SCIE,938.0
873,,Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas,,,,,,,,,,,,,,1040.0
874,,Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas,,,,,,,,,,,,,,1040.0
875,,Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas,,,,,,,,,,,,,,1040.0
876,,Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas,,,,,,,,,,,,,,1040.0
877,,Mokslas ir gyvenimas,,,,,,,,,,,,,,369.0
878,37,Geodesy and cartography,,,,2011,0.992,0.26,0.201,Q3,,,,,,714.0
879,17,Technological and economic development of economy,,,,,,,,,,,,,,443.0
880,17,Technological and economic development of economy,,,,,,,,,,,,,,443.0
881,17,Technological and economic development of economy,,,,,,,,,,,,,,443.0
882,35,Urbanistika ir architektūra,Town planning and architecture,,,,,,,,,,,,,1290.0
883,35,Urbanistika ir architektūra,Town planning and architecture,,,,,,,,,,,,,1290.0
884,35,Urbanistika ir architektūra,Town planning and architecture,,,,,,,,,,,,,1290.0
885,35,Urbanistika ir architektūra,Town planning and architecture,,,,,,,,,,,,,1290.0
886,6,The Baltic journal of road and bridge engineering,,,,2011,0.993,1.51,0.512,Q1,1.61,1.644,Q1,2011,SCIE,74.0
887,,Elektronika ir elektrotechnika,,,,2011,1.067,0.84,0.204,Q2,0.913,1.587,Q3,2011,SCIE,164.0
888,119,Acta Physica Polonica A,,,,2011,0.453,0.43,0.259,Q3,0.444,2.68,Q4,2011,SCIE,13.0
889,119,Acta Physica Polonica A,,,,2011,0.453,0.43,0.259,Q3,0.444,2.68,Q4,2011,SCIE,13.0
890,119,"Acta Physica Polonica A. 14th International Symposium on Ultrafast Phenomena in Semiconductors. gust , 2010",,,,2011,0.453,0.43,0.259,Q3,0.444,2.68,Q4,2011,SCIE,13.0
891,119,"Acta Physica Polonica A. 14th International Symposium on Ultrafast Phenomena in Semiconductors. gust , 2010",,,,2011,0.453,0.43,0.259,Q3,0.444,2.68,Q4,2011,SCIE,13.0
892,119,"Acta Physica Polonica A. 14th International Symposium on Ultrafast Phenomena in Semiconductors. gust , 2010",,,,2011,0.453,0.43,0.259,Q3,0.444,2.68,Q4,2011,SCIE,13.0
893,119,"Acta Physica Polonica A. 14th International Symposium on Ultrafast Phenomena in Semiconductors. gust , 2010",,,,2011,0.453,0.43,0.259,Q3,0.444,2.68,Q4,2011,SCIE,13.0
894,119,"Acta Physica Polonica A. 14th International Symposium on Ultrafast Phenomena in Semiconductors. gust , 2010",,,,2011,0.453,0.43,0.259,Q3,0.444,2.68,Q4,2011,SCIE,13.0
895,119,Acta Physica Polonica A,,,,2011,0.453,0.43,0.259,Q3,0.444,2.68,Q4,2011,SCIE,13.0
896,119,Acta Physica Polonica A,,,,2011,0.453,0.43,0.259,Q3,0.444,2.68,Q4,2011,SCIE,13.0
897,17,Mechanika,,,,2011,1.279,1.09,0.323,Q2,,,,,,126.0
898,,Elektronika ir elektrotechnika,,,,2011,1.067,0.84,0.204,Q2,0.913,1.587,Q3,2011,SCIE,164.0
899,79,Problemos: mokslo darbai,,,,,,,,,,,,,,327.0
900,79,Problemos,,,,,,,,,,,,,,327.0
901,3,Mokslas – Lietuvos ateitis,Science – future of Lithuania: K. Šešelgio skaitymai – 2011,K. Šešelgis Readings - 2011,,,,,,,,,,,,0.0
902,,Новые огнеупоры,,,,,,,,,,,,,,1384.0
903,3,Mokslas – Lietuvos ateitis,Science – future of Lithuania: K. Šešelgio skaitymai – 2011,K. Šešelgis Readings - 2011,,,,,,,,,,,,0.0
904,66,Ultragarsas,,,,,,,,,,,,,,1286.0
905,17,Materials science,"Medžiagotyra. National Conference on Materials Engineering 2010 vember 19, 2010",,,2011,0.396,0.26,0.221,Q3,0.492,3.107,Q4,2011,SCIE,23.0
906,,Socialinių mokslų studijos,Social Sciences Studies,,,,,,,,,,,,,430.0
907,51,Lithuanian journal of physics,,,,2011,0.268,0.38,0.179,Q3,0.394,2.68,Q4,2011,SCIE,990.0
908,,Elektronika ir elektrotechnika,,,,2011,1.067,0.84,0.204,Q2,0.913,1.587,Q3,2011,SCIE,164.0
909,,Elektronika ir elektrotechnika,,,,2011,1.067,0.84,0.204,Q2,0.913,1.587,Q3,2011,SCIE,164.0
910,,Elektronika ir elektrotechnika,,,,2011,1.067,0.84,0.204,Q2,0.913,1.587,Q3,2011,SCIE,164.0
911,,Elektronika ir elektrotechnika,,,,2011,1.067,0.84,0.204,Q2,0.913,1.587,Q3,2011,SCIE,164.0
912,,Elektronika ir elektrotechnika,,,,2011,1.067,0.84,0.204,Q2,0.913,1.587,Q3,2011,SCIE,164.0
913,,Elektronika ir elektrotechnika,,,,2011,1.067,0.84,0.204,Q2,0.913,1.587,Q3,2011,SCIE,164.0
914,17,International journal of occupational safety and ergonomics (JOSE),,,,2011,0.579,0.39,0.274,Q2,0.354,1.501,Q4,2011,SSCI,815.0
915,1,Economic computation and economic cybernetics studies and research,,,,2011,0.547,0.47,0.25,Q3,0.303,1.148,Q4,2011,SSCI,137.0
916,,Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas,,,,,,,,,,,,,,1040.0
917,,Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas,,,,,,,,,,,,,,1040.0
918,13,Granular matter,,,,2011,1.306,1.77,0.774,Q1,1.755,2.468,Q1,2011,SCIE,728.0
919,29,Particulate science and technology,,,,2011,0.544,0.54,0.347,Q3,0.545,2.158,Q3,2011,SCIE,391.0
920,19,Santalka. Filosofija. Komunikacija,,,,,,,,,,,,,,416.0
921,19,Santalka. Filosofija. Komunikacija,,,,,,,,,,,,,,416.0
922,19,Santalka. Filosofija. Komunikacija,,,,,,,,,,,,,,416.0
923,19,Santalka. Filosofija. Komunikacija,,,,,,,,,,,,,,416.0
924,19,Santalka. Filosofija. Komunikacija,,,,,,,,,,,,,,416.0
925,19,Santalka: munikacija,,,,,,,,,,,,,,420.0
926,9,Acadimic Journal of Manufacturing Engineering,,,,2011,0.044,0.02,0.102,Q4,,,,,,491.0
927,40,Information Technology and Control,,,,2011,0.573,0.98,0.286,Q2,0.88,1.599,Q3,2011,SCIE,218.0
928,536,Molecular crystals and liquid crystals,,,,2011,0.473,0.53,0.288,Q3,0.58,1.478,Q3,2011,SCIE,124.0
929,11,Archives of civil and mechanical engineering,,,,2011,0.859,0.7,0.271,Q2,0.855,1.994,Q2,2011,SCIE,58.0
930,26,Transport,,,,2011,0.861,1.64,0.473,Q1,,,,,,62.0
931,6,The Baltic journal of road and bridge engineering,,,,2011,0.993,1.51,0.512,Q1,1.61,1.644,Q1,2011,SCIE,74.0
932,6,The Baltic journal of road and bridge engineering,,,,2011,0.993,1.51,0.512,Q1,1.61,1.644,Q1,2011,SCIE,74.0
933,6,The Baltic journal of road and bridge engineering,,,,2011,0.993,1.51,0.512,Q1,1.61,1.644,Q1,2011,SCIE,74.0
934,,Ekonomika ir vadyba,Economics and management,,,,,,,,,,,,,153.0
935,29,Particulate science and technology,,,,2011,0.544,0.54,0.347,Q3,0.545,2.158,Q3,2011,SCIE,391.0
936,47,Electronics letters,,,,2011,1.071,1.44,0.605,Q2,0.965,1.587,Q3,2011,SCIE,115.0
